ward,year,race,office,preference,ballots
159,2004,PRIMARY,MAYOR,MARVIN PRATT,324
159,2004,PRIMARY,MAYOR,TOM BARRETT,89
159,2004,PRIMARY,MAYOR,LEON TODD,3
159,2004,PRIMARY,MAYOR,DAVID CLARKE,60
159,2004,PRIMARY,MAYOR,JOHN V PITTA,3
159,2004,PRIMARY,MAYOR,ARTHUR L JONES,11
159,2004,PRIMARY,MAYOR,WRITE IN,1
160,2004,PRIMARY,MAYOR,SANDY FOLARON,3
160,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
160,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
160,2004,PRIMARY,MAYOR,VINCE BOBOT,5
160,2004,PRIMARY,MAYOR,MARVIN PRATT,135
160,2004,PRIMARY,MAYOR,TOM BARRETT,22
160,2004,PRIMARY,MAYOR,LEON TODD,0
160,2004,PRIMARY,MAYOR,DAVID CLARKE,6
160,2004,PRIMARY,MAYOR,JOHN V PITTA,1
160,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
160,2004,PRIMARY,MAYOR,WRITE IN,0
161,2004,PRIMARY,MAYOR,SANDY FOLARON,6
161,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
161,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,6
161,2004,PRIMARY,MAYOR,VINCE BOBOT,1
161,2004,PRIMARY,MAYOR,MARVIN PRATT,206
161,2004,PRIMARY,MAYOR,TOM BARRETT,34
161,2004,PRIMARY,MAYOR,LEON TODD,1
161,2004,PRIMARY,MAYOR,DAVID CLARKE,23
161,2004,PRIMARY,MAYOR,JOHN V PITTA,0
161,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
161,2004,PRIMARY,MAYOR,WRITE IN,0
162,2004,PRIMARY,MAYOR,SANDY FOLARON,7
162,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
162,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,7
162,2004,PRIMARY,MAYOR,VINCE BOBOT,3
162,2004,PRIMARY,MAYOR,MARVIN PRATT,316
162,2004,PRIMARY,MAYOR,TOM BARRETT,58
162,2004,PRIMARY,MAYOR,LEON TODD,0
162,2004,PRIMARY,MAYOR,DAVID CLARKE,46
162,2004,PRIMARY,MAYOR,JOHN V PITTA,7
162,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
162,2004,PRIMARY,MAYOR,WRITE IN,1
163,2004,PRIMARY,MAYOR,SANDY FOLARON,3
163,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
163,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,4
163,2004,PRIMARY,MAYOR,VINCE BOBOT,2
163,2004,PRIMARY,MAYOR,MARVIN PRATT,203
163,2004,PRIMARY,MAYOR,TOM BARRETT,70
163,2004,PRIMARY,MAYOR,LEON TODD,0
163,2004,PRIMARY,MAYOR,DAVID CLARKE,46
163,2004,PRIMARY,MAYOR,JOHN V PITTA,1
163,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
163,2004,PRIMARY,MAYOR,WRITE IN,0
164,2004,PRIMARY,MAYOR,SANDY FOLARON,1
164,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
164,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
164,2004,PRIMARY,MAYOR,VINCE BOBOT,1
164,2004,PRIMARY,MAYOR,MARVIN PRATT,272
164,2004,PRIMARY,MAYOR,TOM BARRETT,17
164,2004,PRIMARY,MAYOR,LEON TODD,0
164,2004,PRIMARY,MAYOR,DAVID CLARKE,16
164,2004,PRIMARY,MAYOR,JOHN V PITTA,0
164,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
164,2004,PRIMARY,MAYOR,WRITE IN,1
165,2004,PRIMARY,MAYOR,SANDY FOLARON,4
165,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
165,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,3
165,2004,PRIMARY,MAYOR,VINCE BOBOT,0
165,2004,PRIMARY,MAYOR,MARVIN PRATT,427
165,2004,PRIMARY,MAYOR,TOM BARRETT,27
165,2004,PRIMARY,MAYOR,LEON TODD,1
165,2004,PRIMARY,MAYOR,DAVID CLARKE,12
165,2004,PRIMARY,MAYOR,JOHN V PITTA,3
165,2004,PRIMARY,MAYOR,ARTHUR L JONES,10
165,2004,PRIMARY,MAYOR,WRITE IN,0
166,2004,PRIMARY,MAYOR,SANDY FOLARON,0
166,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
166,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
166,2004,PRIMARY,MAYOR,VINCE BOBOT,1
166,2004,PRIMARY,MAYOR,MARVIN PRATT,373
166,2004,PRIMARY,MAYOR,TOM BARRETT,18
166,2004,PRIMARY,MAYOR,LEON TODD,0
166,2004,PRIMARY,MAYOR,DAVID CLARKE,8
166,2004,PRIMARY,MAYOR,JOHN V PITTA,1
166,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
166,2004,PRIMARY,MAYOR,WRITE IN,0
167,2004,PRIMARY,MAYOR,SANDY FOLARON,2
167,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
167,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
167,2004,PRIMARY,MAYOR,VINCE BOBOT,0
167,2004,PRIMARY,MAYOR,MARVIN PRATT,344
167,2004,PRIMARY,MAYOR,TOM BARRETT,19
167,2004,PRIMARY,MAYOR,LEON TODD,0
167,2004,PRIMARY,MAYOR,DAVID CLARKE,6
167,2004,PRIMARY,MAYOR,JOHN V PITTA,1
167,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
167,2004,PRIMARY,MAYOR,WRITE IN,0
168,2004,PRIMARY,MAYOR,SANDY FOLARON,0
168,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
168,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
168,2004,PRIMARY,MAYOR,VINCE BOBOT,1
168,2004,PRIMARY,MAYOR,MARVIN PRATT,440
168,2004,PRIMARY,MAYOR,TOM BARRETT,20
168,2004,PRIMARY,MAYOR,LEON TODD,0
168,2004,PRIMARY,MAYOR,DAVID CLARKE,15
168,2004,PRIMARY,MAYOR,JOHN V PITTA,1
168,2004,PRIMARY,MAYOR,ARTHUR L JONES,8
168,2004,PRIMARY,MAYOR,WRITE IN,0
169,2004,PRIMARY,MAYOR,SANDY FOLARON,3
169,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
169,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,2
169,2004,PRIMARY,MAYOR,VINCE BOBOT,2
169,2004,PRIMARY,MAYOR,MARVIN PRATT,411
169,2004,PRIMARY,MAYOR,TOM BARRETT,11
169,2004,PRIMARY,MAYOR,LEON TODD,0
169,2004,PRIMARY,MAYOR,DAVID CLARKE,9
169,2004,PRIMARY,MAYOR,JOHN V PITTA,0
169,2004,PRIMARY,MAYOR,ARTHUR L JONES,8
169,2004,PRIMARY,MAYOR,WRITE IN,1
170,2004,PRIMARY,MAYOR,SANDY FOLARON,6
170,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
170,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,2
170,2004,PRIMARY,MAYOR,VINCE BOBOT,4
170,2004,PRIMARY,MAYOR,MARVIN PRATT,425
170,2004,PRIMARY,MAYOR,TOM BARRETT,51
170,2004,PRIMARY,MAYOR,LEON TODD,0
170,2004,PRIMARY,MAYOR,DAVID CLARKE,24
170,2004,PRIMARY,MAYOR,JOHN V PITTA,4
170,2004,PRIMARY,MAYOR,ARTHUR L JONES,16
170,2004,PRIMARY,MAYOR,WRITE IN,0
171,2004,PRIMARY,MAYOR,SANDY FOLARON,3
171,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
171,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,2
171,2004,PRIMARY,MAYOR,VINCE BOBOT,4
171,2004,PRIMARY,MAYOR,MARVIN PRATT,543
171,2004,PRIMARY,MAYOR,TOM BARRETT,101
171,2004,PRIMARY,MAYOR,LEON TODD,4
171,2004,PRIMARY,MAYOR,DAVID CLARKE,25
171,2004,PRIMARY,MAYOR,JOHN V PITTA,5
171,2004,PRIMARY,MAYOR,ARTHUR L JONES,15
171,2004,PRIMARY,MAYOR,WRITE IN,0
172,2004,PRIMARY,MAYOR,SANDY FOLARON,4
172,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
172,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
172,2004,PRIMARY,MAYOR,VINCE BOBOT,1
172,2004,PRIMARY,MAYOR,MARVIN PRATT,606
172,2004,PRIMARY,MAYOR,TOM BARRETT,48
172,2004,PRIMARY,MAYOR,LEON TODD,2
172,2004,PRIMARY,MAYOR,DAVID CLARKE,28
172,2004,PRIMARY,MAYOR,JOHN V PITTA,6
172,2004,PRIMARY,MAYOR,ARTHUR L JONES,15
172,2004,PRIMARY,MAYOR,WRITE IN,1
173,2004,PRIMARY,MAYOR,SANDY FOLARON,1
173,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
173,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,1
173,2004,PRIMARY,MAYOR,VINCE BOBOT,1
173,2004,PRIMARY,MAYOR,MARVIN PRATT,233
173,2004,PRIMARY,MAYOR,TOM BARRETT,8
173,2004,PRIMARY,MAYOR,LEON TODD,0
173,2004,PRIMARY,MAYOR,DAVID CLARKE,6
173,2004,PRIMARY,MAYOR,JOHN V PITTA,1
173,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
173,2004,PRIMARY,MAYOR,WRITE IN,0
174,2004,PRIMARY,MAYOR,SANDY FOLARON,1
174,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
174,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
174,2004,PRIMARY,MAYOR,VINCE BOBOT,0
174,2004,PRIMARY,MAYOR,MARVIN PRATT,236
174,2004,PRIMARY,MAYOR,TOM BARRETT,5
174,2004,PRIMARY,MAYOR,LEON TODD,0
174,2004,PRIMARY,MAYOR,DAVID CLARKE,4
174,2004,PRIMARY,MAYOR,JOHN V PITTA,4
174,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
174,2004,PRIMARY,MAYOR,WRITE IN,0
175,2004,PRIMARY,MAYOR,SANDY FOLARON,1
175,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
175,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,1
175,2004,PRIMARY,MAYOR,VINCE BOBOT,0
175,2004,PRIMARY,MAYOR,MARVIN PRATT,186
175,2004,PRIMARY,MAYOR,TOM BARRETT,7
175,2004,PRIMARY,MAYOR,LEON TODD,0
175,2004,PRIMARY,MAYOR,DAVID CLARKE,2
175,2004,PRIMARY,MAYOR,JOHN V PITTA,1
175,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
175,2004,PRIMARY,MAYOR,WRITE IN,0
176,2004,PRIMARY,MAYOR,SANDY FOLARON,0
176,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
176,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,2
176,2004,PRIMARY,MAYOR,VINCE BOBOT,1
176,2004,PRIMARY,MAYOR,MARVIN PRATT,212
176,2004,PRIMARY,MAYOR,TOM BARRETT,12
176,2004,PRIMARY,MAYOR,LEON TODD,4
176,2004,PRIMARY,MAYOR,DAVID CLARKE,6
176,2004,PRIMARY,MAYOR,JOHN V PITTA,5
176,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
176,2004,PRIMARY,MAYOR,WRITE IN,0
177,2004,PRIMARY,MAYOR,SANDY FOLARON,0
177,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
177,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
177,2004,PRIMARY,MAYOR,VINCE BOBOT,1
177,2004,PRIMARY,MAYOR,MARVIN PRATT,242
177,2004,PRIMARY,MAYOR,TOM BARRETT,23
177,2004,PRIMARY,MAYOR,LEON TODD,1
177,2004,PRIMARY,MAYOR,DAVID CLARKE,2
177,2004,PRIMARY,MAYOR,JOHN V PITTA,2
177,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
177,2004,PRIMARY,MAYOR,WRITE IN,0
178,2004,PRIMARY,MAYOR,SANDY FOLARON,1
178,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
178,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
178,2004,PRIMARY,MAYOR,VINCE BOBOT,1
178,2004,PRIMARY,MAYOR,MARVIN PRATT,186
178,2004,PRIMARY,MAYOR,TOM BARRETT,10
178,2004,PRIMARY,MAYOR,LEON TODD,0
178,2004,PRIMARY,MAYOR,DAVID CLARKE,3
178,2004,PRIMARY,MAYOR,JOHN V PITTA,1
178,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
178,2004,PRIMARY,MAYOR,WRITE IN,0
179,2004,PRIMARY,MAYOR,SANDY FOLARON,0
179,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
179,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
179,2004,PRIMARY,MAYOR,VINCE BOBOT,2
179,2004,PRIMARY,MAYOR,MARVIN PRATT,314
179,2004,PRIMARY,MAYOR,TOM BARRETT,9
179,2004,PRIMARY,MAYOR,LEON TODD,1
179,2004,PRIMARY,MAYOR,DAVID CLARKE,21
179,2004,PRIMARY,MAYOR,JOHN V PITTA,1
179,2004,PRIMARY,MAYOR,ARTHUR L JONES,7
179,2004,PRIMARY,MAYOR,WRITE IN,0
180,2004,PRIMARY,MAYOR,SANDY FOLARON,0
180,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
180,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,3
180,2004,PRIMARY,MAYOR,VINCE BOBOT,1
180,2004,PRIMARY,MAYOR,MARVIN PRATT,414
180,2004,PRIMARY,MAYOR,TOM BARRETT,17
180,2004,PRIMARY,MAYOR,LEON TODD,3
180,2004,PRIMARY,MAYOR,DAVID CLARKE,7
180,2004,PRIMARY,MAYOR,JOHN V PITTA,1
180,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
180,2004,PRIMARY,MAYOR,WRITE IN,0
181,2004,PRIMARY,MAYOR,SANDY FOLARON,0
181,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
181,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
181,2004,PRIMARY,MAYOR,VINCE BOBOT,1
181,2004,PRIMARY,MAYOR,MARVIN PRATT,151
181,2004,PRIMARY,MAYOR,TOM BARRETT,17
181,2004,PRIMARY,MAYOR,LEON TODD,0
181,2004,PRIMARY,MAYOR,DAVID CLARKE,13
181,2004,PRIMARY,MAYOR,JOHN V PITTA,1
181,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
181,2004,PRIMARY,MAYOR,WRITE IN,0
182,2004,PRIMARY,MAYOR,SANDY FOLARON,12
182,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
182,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,10
182,2004,PRIMARY,MAYOR,VINCE BOBOT,10
182,2004,PRIMARY,MAYOR,MARVIN PRATT,27
182,2004,PRIMARY,MAYOR,TOM BARRETT,63
182,2004,PRIMARY,MAYOR,LEON TODD,0
182,2004,PRIMARY,MAYOR,DAVID CLARKE,38
182,2004,PRIMARY,MAYOR,JOHN V PITTA,1
182,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
182,2004,PRIMARY,MAYOR,WRITE IN,0
183,2004,PRIMARY,MAYOR,SANDY FOLARON,8
183,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
183,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,8
183,2004,PRIMARY,MAYOR,VINCE BOBOT,17
183,2004,PRIMARY,MAYOR,MARVIN PRATT,30
183,2004,PRIMARY,MAYOR,TOM BARRETT,125
183,2004,PRIMARY,MAYOR,LEON TODD,3
183,2004,PRIMARY,MAYOR,DAVID CLARKE,68
183,2004,PRIMARY,MAYOR,JOHN V PITTA,0
183,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
183,2004,PRIMARY,MAYOR,WRITE IN,0
184,2004,PRIMARY,MAYOR,SANDY FOLARON,27
184,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
184,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,38
184,2004,PRIMARY,MAYOR,VINCE BOBOT,30
184,2004,PRIMARY,MAYOR,MARVIN PRATT,67
184,2004,PRIMARY,MAYOR,TOM BARRETT,345
184,2004,PRIMARY,MAYOR,LEON TODD,4
184,2004,PRIMARY,MAYOR,DAVID CLARKE,202
184,2004,PRIMARY,MAYOR,JOHN V PITTA,6
184,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
184,2004,PRIMARY,MAYOR,WRITE IN,0
185,2004,PRIMARY,MAYOR,SANDY FOLARON,21
185,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
185,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,30
185,2004,PRIMARY,MAYOR,VINCE BOBOT,21
185,2004,PRIMARY,MAYOR,MARVIN PRATT,37
185,2004,PRIMARY,MAYOR,TOM BARRETT,204
185,2004,PRIMARY,MAYOR,LEON TODD,0
185,2004,PRIMARY,MAYOR,DAVID CLARKE,82
185,2004,PRIMARY,MAYOR,JOHN V PITTA,2
185,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
185,2004,PRIMARY,MAYOR,WRITE IN,0
186,2004,PRIMARY,MAYOR,SANDY FOLARON,21
186,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
186,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,15
186,2004,PRIMARY,MAYOR,VINCE BOBOT,11
186,2004,PRIMARY,MAYOR,MARVIN PRATT,43
186,2004,PRIMARY,MAYOR,TOM BARRETT,176
186,2004,PRIMARY,MAYOR,LEON TODD,1
186,2004,PRIMARY,MAYOR,DAVID CLARKE,122
186,2004,PRIMARY,MAYOR,JOHN V PITTA,0
186,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
186,2004,PRIMARY,MAYOR,WRITE IN,0
187,2004,PRIMARY,MAYOR,SANDY FOLARON,19
187,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
187,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,16
187,2004,PRIMARY,MAYOR,VINCE BOBOT,10
187,2004,PRIMARY,MAYOR,MARVIN PRATT,34
187,2004,PRIMARY,MAYOR,TOM BARRETT,192
187,2004,PRIMARY,MAYOR,LEON TODD,2
187,2004,PRIMARY,MAYOR,DAVID CLARKE,92
187,2004,PRIMARY,MAYOR,JOHN V PITTA,0
187,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
187,2004,PRIMARY,MAYOR,WRITE IN,1
188,2004,PRIMARY,MAYOR,SANDY FOLARON,21
188,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
188,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,36
188,2004,PRIMARY,MAYOR,VINCE BOBOT,19
188,2004,PRIMARY,MAYOR,MARVIN PRATT,60
188,2004,PRIMARY,MAYOR,TOM BARRETT,348
188,2004,PRIMARY,MAYOR,LEON TODD,1
188,2004,PRIMARY,MAYOR,DAVID CLARKE,185
188,2004,PRIMARY,MAYOR,JOHN V PITTA,7
188,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
188,2004,PRIMARY,MAYOR,WRITE IN,0
189,2004,PRIMARY,MAYOR,SANDY FOLARON,29
189,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
189,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,38
189,2004,PRIMARY,MAYOR,VINCE BOBOT,28
189,2004,PRIMARY,MAYOR,MARVIN PRATT,89
189,2004,PRIMARY,MAYOR,TOM BARRETT,321
189,2004,PRIMARY,MAYOR,LEON TODD,2
189,2004,PRIMARY,MAYOR,DAVID CLARKE,173
189,2004,PRIMARY,MAYOR,JOHN V PITTA,1
189,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
189,2004,PRIMARY,MAYOR,WRITE IN,0
190,2004,PRIMARY,MAYOR,SANDY FOLARON,31
190,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
190,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,43
190,2004,PRIMARY,MAYOR,VINCE BOBOT,25
190,2004,PRIMARY,MAYOR,MARVIN PRATT,56
190,2004,PRIMARY,MAYOR,TOM BARRETT,358
190,2004,PRIMARY,MAYOR,LEON TODD,2
190,2004,PRIMARY,MAYOR,DAVID CLARKE,206
190,2004,PRIMARY,MAYOR,JOHN V PITTA,2
190,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
190,2004,PRIMARY,MAYOR,WRITE IN,1
191,2004,PRIMARY,MAYOR,SANDY FOLARON,23
191,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
191,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,55
191,2004,PRIMARY,MAYOR,VINCE BOBOT,25
191,2004,PRIMARY,MAYOR,MARVIN PRATT,63
191,2004,PRIMARY,MAYOR,TOM BARRETT,257
191,2004,PRIMARY,MAYOR,LEON TODD,1
191,2004,PRIMARY,MAYOR,DAVID CLARKE,134
191,2004,PRIMARY,MAYOR,JOHN V PITTA,5
191,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
191,2004,PRIMARY,MAYOR,WRITE IN,0
192,2004,PRIMARY,MAYOR,SANDY FOLARON,36
192,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
192,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,63
192,2004,PRIMARY,MAYOR,VINCE BOBOT,36
192,2004,PRIMARY,MAYOR,MARVIN PRATT,87
192,2004,PRIMARY,MAYOR,TOM BARRETT,445
192,2004,PRIMARY,MAYOR,LEON TODD,3
192,2004,PRIMARY,MAYOR,DAVID CLARKE,184
192,2004,PRIMARY,MAYOR,JOHN V PITTA,3
192,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
192,2004,PRIMARY,MAYOR,WRITE IN,1
193,2004,PRIMARY,MAYOR,SANDY FOLARON,23
193,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
193,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,25
193,2004,PRIMARY,MAYOR,VINCE BOBOT,41
193,2004,PRIMARY,MAYOR,MARVIN PRATT,59
193,2004,PRIMARY,MAYOR,TOM BARRETT,283
193,2004,PRIMARY,MAYOR,LEON TODD,2
193,2004,PRIMARY,MAYOR,DAVID CLARKE,172
193,2004,PRIMARY,MAYOR,JOHN V PITTA,0
193,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
193,2004,PRIMARY,MAYOR,WRITE IN,0
194,2004,PRIMARY,MAYOR,SANDY FOLARON,12
194,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
194,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,25
194,2004,PRIMARY,MAYOR,VINCE BOBOT,13
194,2004,PRIMARY,MAYOR,MARVIN PRATT,47
194,2004,PRIMARY,MAYOR,TOM BARRETT,150
194,2004,PRIMARY,MAYOR,LEON TODD,1
194,2004,PRIMARY,MAYOR,DAVID CLARKE,101
194,2004,PRIMARY,MAYOR,JOHN V PITTA,4
194,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
194,2004,PRIMARY,MAYOR,WRITE IN,0
195,2004,PRIMARY,MAYOR,SANDY FOLARON,10
195,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
195,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,17
195,2004,PRIMARY,MAYOR,VINCE BOBOT,12
195,2004,PRIMARY,MAYOR,MARVIN PRATT,42
195,2004,PRIMARY,MAYOR,TOM BARRETT,155
195,2004,PRIMARY,MAYOR,LEON TODD,1
195,2004,PRIMARY,MAYOR,DAVID CLARKE,109
195,2004,PRIMARY,MAYOR,JOHN V PITTA,3
195,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
195,2004,PRIMARY,MAYOR,WRITE IN,0
196,2004,PRIMARY,MAYOR,SANDY FOLARON,32
196,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,3
196,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,65
196,2004,PRIMARY,MAYOR,VINCE BOBOT,39
196,2004,PRIMARY,MAYOR,MARVIN PRATT,74
196,2004,PRIMARY,MAYOR,TOM BARRETT,328
196,2004,PRIMARY,MAYOR,LEON TODD,2
196,2004,PRIMARY,MAYOR,DAVID CLARKE,213
196,2004,PRIMARY,MAYOR,JOHN V PITTA,2
196,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
196,2004,PRIMARY,MAYOR,WRITE IN,0
197,2004,PRIMARY,MAYOR,SANDY FOLARON,40
197,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
197,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,66
197,2004,PRIMARY,MAYOR,VINCE BOBOT,50
197,2004,PRIMARY,MAYOR,MARVIN PRATT,75
197,2004,PRIMARY,MAYOR,TOM BARRETT,395
197,2004,PRIMARY,MAYOR,LEON TODD,1
197,2004,PRIMARY,MAYOR,DAVID CLARKE,226
197,2004,PRIMARY,MAYOR,JOHN V PITTA,2
197,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
197,2004,PRIMARY,MAYOR,WRITE IN,0
198,2004,PRIMARY,MAYOR,SANDY FOLARON,41
198,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
198,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,41
198,2004,PRIMARY,MAYOR,VINCE BOBOT,34
198,2004,PRIMARY,MAYOR,MARVIN PRATT,70
198,2004,PRIMARY,MAYOR,TOM BARRETT,329
198,2004,PRIMARY,MAYOR,LEON TODD,2
198,2004,PRIMARY,MAYOR,DAVID CLARKE,174
198,2004,PRIMARY,MAYOR,JOHN V PITTA,4
198,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
198,2004,PRIMARY,MAYOR,WRITE IN,0
199,2004,PRIMARY,MAYOR,SANDY FOLARON,17
199,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
199,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,40
199,2004,PRIMARY,MAYOR,VINCE BOBOT,19
199,2004,PRIMARY,MAYOR,MARVIN PRATT,46
199,2004,PRIMARY,MAYOR,TOM BARRETT,236
199,2004,PRIMARY,MAYOR,LEON TODD,2
199,2004,PRIMARY,MAYOR,DAVID CLARKE,157
199,2004,PRIMARY,MAYOR,JOHN V PITTA,2
199,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
199,2004,PRIMARY,MAYOR,WRITE IN,0
200,2004,PRIMARY,MAYOR,SANDY FOLARON,41
200,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
200,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,48
200,2004,PRIMARY,MAYOR,VINCE BOBOT,43
200,2004,PRIMARY,MAYOR,MARVIN PRATT,111
200,2004,PRIMARY,MAYOR,TOM BARRETT,454
200,2004,PRIMARY,MAYOR,LEON TODD,2
200,2004,PRIMARY,MAYOR,DAVID CLARKE,210
200,2004,PRIMARY,MAYOR,JOHN V PITTA,9
200,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
200,2004,PRIMARY,MAYOR,WRITE IN,1
201,2004,PRIMARY,MAYOR,SANDY FOLARON,16
201,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
201,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,5
201,2004,PRIMARY,MAYOR,VINCE BOBOT,21
201,2004,PRIMARY,MAYOR,MARVIN PRATT,64
201,2004,PRIMARY,MAYOR,TOM BARRETT,146
