ward,year,race,office,preference,ballots
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,5
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,2
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,1
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,194
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,6
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
90,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,93
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,3
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,2
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,3
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,262
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
91,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,7
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,3
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,193
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,2
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,1
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,15
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,257
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,2
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
92,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,7
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,1
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,128
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,3
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,1
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,7
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,165
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
93,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,2
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,1
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,22
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,78
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
94,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,2
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,41
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,1
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,1
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,2
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,111
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
95,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,3
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,100
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,1
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,2
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,4
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,2
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,297
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,1
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
96,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,5
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,80
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,1
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,2
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,6
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,216
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
97,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,4
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,65
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,2
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,1
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,191
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
98,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,8
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,1
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,2
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,91
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,2
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,2
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,4
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,271
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
99,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,7
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,1
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,35
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,1
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,1
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,4
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,1
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,165
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,2
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
100,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,2
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,1
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,64
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,1
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,2
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,2
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,249
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
101,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,6
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,93
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,2
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,7
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,1
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,307
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
102,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,3
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,88
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,2
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,1
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,3
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,2
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,301
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,4
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,2
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
103,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,9
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,2
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,58
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,1
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,1
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,1
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,4
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,227
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,1
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
104,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,7
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,23
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,69
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,1
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
105,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,1
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOHN DELANEY,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,DEVAL PATRICK,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,BERNIE SANDERS,24
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ANDREW YANG,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,PETE BUTTIGIEG,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TOM STEYER,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,ELIZABETH WARREN,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL BENNET,1
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,MICHAEL R BLOOMBERG,3
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,JOE BIDEN,56
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNINSTRUCTED DELEGATION,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,WRITE IN,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,OVER VOTES,0
106,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,UNDER VOTES,4
107,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,TULSI GABBARD,0
107,2020,DEMOCRATIC PRIMARY,PRESIDENTIAL CANDIDATE,AMY KLOBUCHAR,1
